index,datetime,open,high,low,close,volume,Symbol,QuoteTime
0,2025-10-09 12:31:29.955956,88.73893019955507,87.8736500007847,37.86618726609747,33.9780559731002,1832,EGX30,2026-04-26 12:31:29.957486
1,2025-10-10 12:31:29.955956,15.302340014583738,17.479929221682568,91.57746227240024,93.67364250679849,1703,EGX30,2026-04-26 12:31:29.957486
2,2025-10-11 12:31:29.955956,49.820482082642926,28.335972020293497,64.73939888999422,80.95875517131003,4795,EGX30,2026-04-26 12:31:29.957486
3,2025-10-12 12:31:29.955956,19.85457860098102,76.34423202663136,64.71910593439308,22.709522250620672,2983,EGX30,2026-04-26 12:31:29.957486
4,2025-10-13 12:31:29.955956,4.1533133449807575,14.996009664105692,2.9898492299644808,20.476088977833427,4825,EGX30,2026-04-26 12:31:29.957486
5,2025-10-14 12:31:29.955956,77.06771632331376,65.93076587489418,55.8882444104931,27.54890077625599,2783,EGX30,2026-04-26 12:31:29.957486
6,2025-10-15 12:31:29.955956,59.52004776232624,34.199670326091095,55.66598852050202,70.89146303783015,2122,EGX30,2026-04-26 12:31:29.957486
7,2025-10-16 12:31:29.955956,11.39581110278235,82.41700995520158,20.276663994177145,95.40414303747708,2900,EGX30,2026-04-26 12:31:29.957486
8,2025-10-17 12:31:29.955956,24.788136159845344,15.001122273478062,61.24312560931403,28.78569786513474,4110,EGX30,2026-04-26 12:31:29.957486
9,2025-10-18 12:31:29.955956,5.962269127225195,25.05452729082175,47.17705923740865,59.2531884459284,2694,EGX30,2026-04-26 12:31:29.957486
10,2025-10-19 12:31:29.955956,91.39282668832024,44.11842766719334,58.665404758642616,37.71522910692023,4780,EGX30,2026-04-26 12:31:29.957486
11,2025-10-20 12:31:29.955956,17.991358926242352,90.0963770494562,37.53921605389667,80.97852427133724,4833,EGX30,2026-04-26 12:31:29.957486
12,2025-10-21 12:31:29.955956,66.9281499097363,94.52806033070443,22.5875625331893,0.9702567706250996,3508,EGX30,2026-04-26 12:31:29.957486
13,2025-10-22 12:31:29.955956,52.94473327319805,7.400123145053906,61.49920702131893,19.20211022087157,3574,EGX30,2026-04-26 12:31:29.957486
14,2025-10-23 12:31:29.955956,46.784490239219856,9.028190699128924,98.65579437707656,13.02318271437174,4292,EGX30,2026-04-26 12:31:29.957486
15,2025-10-24 12:31:29.955956,52.01573920442107,24.293739512672097,75.5979761731323,2.6610660964508592,4565,EGX30,2026-04-26 12:31:29.957486
16,2025-10-25 12:31:29.955956,6.500134685238668,31.158224234112478,11.34559267435521,14.688317187929355,2805,EGX30,2026-04-26 12:31:29.957486
17,2025-10-26 12:31:29.955956,5.03385732019952,66.13304618234011,75.07320683487804,14.656107370673766,3809,EGX30,2026-04-26 12:31:29.957486
18,2025-10-27 12:31:29.955956,83.29206557243499,59.39796951324752,78.58722486951865,14.03367918303049,3676,EGX30,2026-04-26 12:31:29.957486
19,2025-10-28 12:31:29.955956,39.32899812566399,53.10266621298022,82.56938545655855,67.39139673925222,2300,EGX30,2026-04-26 12:31:29.957486
